Time, CPU(%), Memory(MB), Sent(Bytes), Received(Bytes), Errors, Average Response Time(ms)
2024-09-17 오후 8:43:51, 0.38, 37.00, 130666, 60947, 0, 1.20
2024-09-17 오후 8:43:52, 0.38, 37.00, 131015, 61110, 0, 0.67
2024-09-17 오후 8:43:53, 0.00, 37.00, 131596, 61381, 0, 1.30
2024-09-17 오후 8:43:54, 0.38, 37.00, 132119, 61625, 0, 1.67
2024-09-17 오후 8:43:55, 0.00, 37.00, 132700, 61896, 0, 2.00
2024-09-17 오후 8:43:56, 0.38, 37.00, 133281, 62167, 0, 1.70
2024-09-17 오후 8:43:57, 0.39, 37.00, 133688, 62357, 0, 0.71
2024-09-17 오후 8:43:58, 0.38, 37.00, 134211, 62601, 0, 1.44
2024-09-17 오후 8:43:59, 0.00, 37.00, 134792, 62872, 0, 1.10
2024-09-17 오후 8:44:00, 0.39, 37.00, 135373, 63143, 0, 1.10
2024-09-17 오후 8:44:01, 0.38, 37.00, 135954, 63414, 0, 0.80
2024-09-17 오후 8:44:02, 0.38, 37.00, 136535, 63685, 0, 1.20
2024-09-17 오후 8:44:03, 0.00, 37.00, 137116, 63956, 0, 1.10
2024-09-17 오후 8:44:04, 0.00, 37.00, 137697, 64227, 0, 1.00
2024-09-17 오후 8:44:05, 0.39, 37.00, 138219, 64470, 0, 0.89
2024-09-17 오후 8:44:06, 0.38, 37.00, 138684, 64687, 0, 1.12
2024-09-17 오후 8:44:07, 0.39, 37.00, 139265, 64958, 0, 0.90
2024-09-17 오후 8:44:08, 0.00, 37.00, 139672, 65148, 0, 0.71
2024-09-17 오후 8:44:09, 0.38, 37.00, 140253, 65419, 0, 1.10
2024-09-17 오후 8:44:10, 0.00, 37.00, 140834, 65690, 0, 1.00
2024-09-17 오후 8:44:11, 0.00, 37.00, 141415, 65961, 0, 1.20
2024-09-17 오후 8:44:12, 0.38, 37.00, 141996, 66232, 0, 1.10
2024-09-17 오후 8:44:13, 0.39, 37.00, 142403, 66422, 0, 0.57
2024-09-17 오후 8:44:14, 0.39, 37.00, 142926, 66666, 0, 1.00
2024-09-17 오후 8:44:15, 0.00, 37.00, 143507, 66937, 0, 0.80
2024-09-17 오후 8:44:16, 0.00, 37.00, 144088, 67208, 0, 0.80
2024-09-17 오후 8:44:17, 0.00, 37.00, 144669, 67479, 0, 1.90
2024-09-17 오후 8:44:18, 0.38, 37.00, 145250, 67750, 0, 1.30
2024-09-17 오후 8:44:19, 0.39, 37.00, 145831, 68021, 0, 1.10
2024-09-17 오후 8:44:21, 0.38, 37.00, 146353, 68264, 0, 1.00
2024-09-17 오후 8:44:22, 0.38, 37.00, 146934, 68535, 0, 1.10
2024-09-17 오후 8:44:23, 0.38, 37.00, 147399, 68752, 0, 1.12
2024-09-17 오후 8:44:24, 0.00, 37.00, 147806, 68942, 0, 0.86
2024-09-17 오후 8:44:25, 0.38, 37.00, 148387, 69213, 0, 0.80
2024-09-17 오후 8:44:26, 0.38, 37.00, 148968, 69484, 0, 1.00
2024-09-17 오후 8:44:27, 0.38, 37.00, 149549, 69755, 0, 1.10
2024-09-17 오후 8:44:28, 0.38, 37.00, 150130, 70026, 0, 1.20
2024-09-17 오후 8:44:29, 0.38, 37.00, 150711, 70297, 0, 0.80
2024-09-17 오후 8:44:30, 0.38, 37.00, 151118, 70487, 0, 0.71
2024-09-17 오후 8:44:31, 0.00, 37.00, 151641, 70731, 0, 1.22
2024-09-17 오후 8:44:32, 0.38, 37.00, 152222, 71002, 0, 1.20
2024-09-17 오후 8:44:33, 0.38, 37.00, 152803, 71273, 0, 1.00
2024-09-17 오후 8:44:34, 0.00, 37.00, 153384, 71544, 0, 1.20
2024-09-17 오후 8:44:35, 0.38, 37.00, 153965, 71815, 0, 1.00
2024-09-17 오후 8:44:36, 0.39, 37.00, 154546, 72086, 0, 1.30
2024-09-17 오후 8:44:37, 0.38, 37.00, 155127, 72357, 0, 1.00
2024-09-17 오후 8:44:38, 0.00, 37.00, 155649, 72600, 0, 1.00
2024-09-17 오후 8:44:39, 0.38, 37.00, 156230, 72871, 0, 1.00
2024-09-17 오후 8:44:40, 0.39, 37.00, 156695, 73088, 0, 1.00
2024-09-17 오후 8:44:41, 0.00, 37.00, 157102, 73278, 0, 0.86
